TowNum,Tow_Firm,Tow_Firm_Address,Tow_Firm_Phone,Vehicle_State,Vehicle_Plate,Vehicle_Year,Make,Model,Color,Tow_From_Address,Date,Time,geom
357532,CROSS COUNTRY AUTO,"585 WINDOSR ST. HARTFORD, CT 06120",860-296-2826,CT,AS33665,2008,VW,PASSAT,BLACK,,12122018,2159,"(41.7726342940514, -72.6880660654343)"
357531,,,860-296-5382,CT,605TWH,2009,VOLVO,S60,GRAY,,12122018,2156,"(41.7631286292225, -72.6865034994656)"
357533,CT AUTO & TOWING LLC,"42,JANSEN COURT,WEST HARTFORD,CT,99999",860-216-5474,CT,AM73096,2006,TOYOTA,4RUNNER,GRAY,,12122018,2202,"(41.7489132148855, -72.6954142226243)"
357530,"CORONA'S AUTO PARTS,INC.",608 WETHERSFIELD AV. HARTFORD CT. 06114,860-296-5382,,,1999,AUDI,A4,BLK,,12122018,2141,"(41.7474555291618, -72.6747065731632)"
357534,,,860-216-5474,CT,387ZFE,2009,FORD,EDGE,MAROON,,12122018,2204,"(41.7632353458425, -72.6714009854353)"
357541,,,860-216-5474,CT,AD69156,2010,FORD,ESCAPE,BLACK,,12132018,0213,"(41.7692510466381, -72.6916280270324)"
357540,,,860-216-5474,CT,AN08918,2003,HONDA,ACCORD,GRAY,,12132018,0206,"(41.7543156273829, -72.6943251413488)"
357542,,,860-216-5474,CT,684XBA,2008,HONDA,ODYSSEY,GRAY,,12132018,0217,"(41.7801177463986, -72.6976519029441)"
357549,,,860-216-5474,CT,AH32115,2002,ACURA,TL,SILVER,,12132018,0649,"(41.7550180006013, -72.6760202413917)"
357550,CROSS COUNTRY AUTO,"585 WINDOSR ST. HARTFORD, CT 06120",860-296-2826,CT,AS40571,2012,VOLKSWAGEN,GTI,WHITE,,12132018,0744,"(41.7937525419704, -72.6597197945454)"
357551,FRIENDLY AUTO BODY & TOWING,"99 MEADOW ST.  HARTFORD, CT. 06114",860-296-8588,CT,AB96845,2005,INFINITI,FX35,GRY,,12132018,0816,"(41.7438180978771, -72.6711280790984)"
357545,,,860-216-5474,CT,AP05320,2000,HONDA,ACCORD,BROWN,,12132018,0529,"(41.7467660339097, -72.6785525571229)"
357543,,,860-216-5474,,,2004,HONDA,CIVIC,GRAY,,12132018,0522,"(41.7414279701811, -72.6993760447059)"
357556,CAPITOL AUTOMOTIVE LLC,"971 CAPITOL AV. HARTFORD,CT 06106",860-236-2602,CT,AN09234,2007,BMW,X5 3.01,GRY,,12132018,1035,"(41.7590436907799, -72.687232421532)"
357557,"CENTRAL AUTO & TRANSPORT, LLC","195 MAXIM RD. HARTFORD, CT 06114",860-246-7616,VA,VPW5224,2000,CHEVY,VOYAGER,GRAY,,12132018,1045,"(41.7590062080036, -72.6868783013841)"
357553,MODERN GARAGE,"100A,AIRPORT RD,HARTFORD,CT,06114",860-296-9663,CT,AM72698,1998,FORD,ESCORT,RED,,12132018,1003,"(41.7587535493474, -72.6798507977932)"
357552,METRO AUTOBODY & TOWING INC,722 WETHERSFIELD AV  HARTFORD CT 06114,860-947-3062,CT,AM31631,2001,SUBARU,FORESTER,GOLD,,12132018,1001,"(41.7587535493474, -72.6798507977932)"
357554,RENO'S AUTO BODY,"525 FRANKLIN AV. HARTFORD, CT 06114",860-296-1518,,,1998,LEXUS,300,WHITE,,12132018,1007,"(41.7565055613008, -72.6761734776229)"
357555,CAPITOL TOWING,"181-211 WALNUT ST. HARTFORD, CT. 06120",860-293-2442,,,1994,FORD,RANGER,GREEN,,12132018,1028,"(41.7590436907799, -72.687232421532)"
357521,"CORONA'S AUTO PARTS,INC.",608 WETHERSFIELD AV. HARTFORD CT. 06114,860-296-5382,,,1994,HONDA,CIVIC,WHITE,,12122018,1801,"(41.7565924704063, -72.7099080213665)"
357522,CROSS COUNTRY AUTO,"585 WINDOSR ST. HARTFORD, CT 06120",860-296-2826,CT,AG47617,2004,BMW,745LI,GRY,,12122018,1808,"(41.784874168818, -72.7069484950896)"
357523,FRIENDLY AUTO BODY & TOWING,"99 MEADOW ST.  HARTFORD, CT. 06114",860-296-8588,MS,DDZ778,1996,CHEVY,LUMINA,RED,,12122018,1859,"(41.7532679017326, -72.6954603482726)"
357539,,,860-216-5474,CT,AR74006,2009,LEXUS,RX350,WHITE,,12132018,0203,"(41.7474293301712, -72.6862367367121)"
357560,FRIENDLY AUTO BODY & TOWING,"99 MEADOW ST.  HARTFORD, CT. 06114",860-296-8588,CT,2AHNA3,2011,HONDA,ACCORD,RED,,12132018,1133,"(41.7766312994755, -72.678624737654)"
357559,CROSS COUNTRY AUTO,"585 WINDOSR ST. HARTFORD, CT 06120",860-296-2826,CT,AD47112,2004,NISSAN,MAXIMA,GRAY,,12132018,1125,"(41.7786525033643, -72.7010573370843)"
357558,"CORONA'S AUTO PARTS,INC.",608 WETHERSFIELD AV. HARTFORD CT. 06114,860-296-5382,CT,AK74716,2012,MITSUBISHI,LANCER,GRY,,12132018,1053,"(41.7610998993056, -72.707916001692)"
357561,METRO AUTOBODY & TOWING INC,722 WETHERSFIELD AV  HARTFORD CT 06114,860-947-3062,,,2007,FORD,TAURUS,GRN,,12132018,1150,"(41.7587827586512, -72.673647528536)"
357562,MODERN GARAGE,"100A,AIRPORT RD,HARTFORD,CT,06114",860-296-9663,CT,AM54966,2012,HYUNDAI,SONATA,GRY,,12132018,1154,"(41.7967217066452, -72.7015364453345)"
357563,,,860-296-9663,CT,AD23174,2004,FORD,EXPLORER,BLACK,,12132018,1356,"(41.7500512482734, -72.6778019863768)"
357564,,,860-296-9663,,,2004,KAWASAKI,ZX10,BLACK,,12132018,1406,"(41.7387064914977, -72.6711154524725)"
357567,"CENTRAL AUTO & TRANSPORT, LLC","195 MAXIM RD. HARTFORD, CT 06114",860-246-7616,CT,367ZUE,2013,HONDA,ACCORD,BLU,,12132018,1457,"(41.7603293014482, -72.6894280914072)"
357566,CAPITOL TOWING,"181-211 WALNUT ST. HARTFORD, CT. 06120",860-293-2442,CT,AM39700,2017,FORD,ESCAPE,WHI,,12132018,1457,"(41.7603293014482, -72.6894280914072)"
357565,CAPITOL AUTOMOTIVE LLC,"971 CAPITOL AV. HARTFORD,CT 06106",860-236-2602,CT,826ZEX,2013,FORD,EXPLORER,BLK,,12132018,1457,"(41.7603293014482, -72.6894280914072)"
357568,"CORONA'S AUTO PARTS,INC.",608 WETHERSFIELD AV. HARTFORD CT. 06114,860-296-5382,CT,AC25594,2013,HONDA,CRV,WHI,,12132018,1700,"(41.7380353768944, -72.6685924255147)"
357570,FRIENDLY AUTO BODY & TOWING,"99 MEADOW ST.  HARTFORD, CT. 06114",860-296-8588,CT,6APBK5,2012,CHEVY,MALIBU,WHI,,12132018,1747,"(41.7636753384751, -72.690402022806)"
357571,METRO AUTOBODY & TOWING INC,722 WETHERSFIELD AV  HARTFORD CT 06114,860-947-3062,CT,AB66556,2012,HONDA,CIVIC,GRY,,12132018,1814,"(41.7636753384751, -72.690402022806)"
357572,MODERN GARAGE,"100A,AIRPORT RD,HARTFORD,CT,06114",860-296-9663,CT,AP5925,1996,LEXUS,ES300,BLK,,12132018,1824,"(41.7771503043479, -72.7139589450422)"
357576,"CENTRAL AUTO & TRANSPORT, LLC","195 MAXIM RD. HARTFORD, CT 06114",860-246-7616,CT,AE84567,2005,AUDI,A4,BLK,,12132018,1959,"(41.79271165513, -72.6664652953211)"
357574,CAPITOL TOWING,"181-211 WALNUT ST. HARTFORD, CT. 06120",860-293-2442,CT,481ZTU,2010,HONDA,INSIGHT,WHI,,12132018,1837,"(41.7650965870751, -72.6939473816091)"
357575,CAPITOL AUTOMOTIVE LLC,"971 CAPITOL AV. HARTFORD,CT 06106",860-236-2602,CT,AJ18426,2016,TOYTA,CAMRY,GRY,,12132018,1947,"(41.7543510806877, -72.6762700019902)"
357573,RENO'S AUTO BODY,"525 FRANKLIN AV. HARTFORD, CT 06114",860-296-1518,CT,536YAK,2010,FORD,FOCUS,BLK,,12132018,1824,"(41.7771503043479, -72.7139589450422)"
357577,"CORONA'S AUTO PARTS,INC.",608 WETHERSFIELD AV. HARTFORD CT. 06114,860-296-5382,MA,4MG676,2010,HYUNDAI,ACCENT,BLK,,12132018,2051,"(41.79271165513, -72.6664652953211)"
357578,CROSS COUNTRY AUTO,"585 WINDOSR ST. HARTFORD, CT 06120",860-296-2826,CT,AN66452,2007,HYND,SANTA FE,BLK,,12132018,2135,"(41.7409492076818, -72.6759965401453)"
357579,FRIENDLY AUTO BODY & TOWING,"99 MEADOW ST.  HARTFORD, CT. 06114",860-296-8588,CT,AR20787,2005,CHEVY,COLORADO,BLU,,12132018,2139,"(41.7409492076818, -72.6759965401453)"
357580,METRO AUTOBODY & TOWING INC,722 WETHERSFIELD AV  HARTFORD CT 06114,860-947-3062,CT,AM62710,2009,NISSAN,MAX,GRY,,12132018,2147,"(41.79271165513, -72.6664652953211)"
357582,RENO'S AUTO BODY,"525 FRANKLIN AV. HARTFORD, CT 06114",860-296-1518,CT,6AUEW3,2003,ACURA,TL,GRY,,12132018,2238,"(41.79271165513, -72.6664652953211)"
357583,CT AUTO & TOWING LLC,"42,JANSEN COURT,WEST HARTFORD,CT,99999",860-216-5474,CT,AJ35183,2017,SUBARU,OUTBACK,GRAY,,12132018,2237,"(41.7709152419733, -72.6972774547335)"
357581,MODERN GARAGE,"100A,AIRPORT RD,HARTFORD,CT,06114",860-296-9663,CT,224YXP,2011,TOYT,TACOMA,GRY,,12132018,2212,"(41.79271165513, -72.6664652953211)"
357584,CAPITOL TOWING,"181-211 WALNUT ST. HARTFORD, CT. 06120",860-293-2442,,,0000,HONDA,ACCORD,GRY,,12132018,2318,"(41.7453823307216, -72.6859123342928)"
357585,CAPITOL AUTOMOTIVE LLC,"971 CAPITOL AV. HARTFORD,CT 06106",860-236-2602,CT,AN05376,2006,MERCEDES,,GRAY,,12132018,2349,"(41.8023303325356, -72.7054959594089)"
357586,,,860-236-2602,CT,00KAAV,1997,SATURN,SW2,GREEN,,12142018,0016,"(41.7447179073531, -72.683290606054)"
357587,,,860-236-2602,CT,C121007,2000,FORD,F150,BLUE,,12142018,0021,"(41.7675036450187, -72.7030968998675)"
357588,,,860-236-2602,CT,5AURU8,2007,HONDA,ACCORD,GRAY,,12142018,0245,"(41.7566418389583, -72.6821882164613)"
357589,,,860-236-2602,CT,AR27012,2013,TOYOTA,AVALON,WHITE,,12142018,0248,"(41.7489132148855, -72.6954142226243)"
357593,,,860-236-2602,MA,7MY549,2005,ACURA,TL,BLACK,,12142018,0602,"(41.74800376798, -72.6835970521616)"
357594,,,860-236-2602,CT,515XPE,2008,DODGE,CALIBER,SILVER,,12142018,0606,"(41.7566418389583, -72.6821882164613)"
357596,"CORONA'S AUTO PARTS,INC.",608 WETHERSFIELD AV. HARTFORD CT. 06114,860-296-5382,,,2002,SUZUKI,GRAND VITA,GRAY,,12142018,0928,"(41.7413331961814, -72.6840132768092)"
357597,CROSS COUNTRY AUTO,"585 WINDOSR ST. HARTFORD, CT 06120",860-296-2826,CT,239ZAG,2011,LEXUS,RX350,WHITE,,12142018,1116,"(41.7579582710127, -72.6833746122863)"
357599,,,860-296-2826,CT,1AEAS7,2001,HONDA,ACCORD,BLACK,,12142018,1138,"(41.7758571945966, -72.6869393495265)"
357601,METRO AUTOBODY & TOWING INC,722 WETHERSFIELD AV  HARTFORD CT 06114,860-947-3062,CT,C085804,2004,GMC,SIERRA,BLU,,12142018,1710,"(41.7673258500387, -72.6729235085876)"
357605,"CORONA'S AUTO PARTS,INC.",608 WETHERSFIELD AV. HARTFORD CT. 06114,860-296-5382,,,1995,BUICK,CENTURY,RED,,12142018,1734,"(41.7533207680264, -72.6854950154716)"
357603,CROSS COUNTRY AUTO,"585 WINDOSR ST. HARTFORD, CT 06120",860-296-2826,CT,AN54048,2009,BMW,328I,GOLD,,12142018,1717,"(41.7960208403873, -72.6767263429016)"
357602,CAPITOL TOWING,"181-211 WALNUT ST. HARTFORD, CT. 06120",860-293-2442,,,2009,FORD,FUSION,RED,,12142018,1709,"(41.7712325608247, -72.6936408803219)"
357569,CROSS COUNTRY AUTO,"585 WINDOSR ST. HARTFORD, CT 06120",860-296-2826,CR,AL03282,2008,INFINITI,EX35,WHI,,12132018,1734,"(41.8011433858045, -72.7034158099055)"
357604,MODERN GARAGE,"100A,AIRPORT RD,HARTFORD,CT,06114",860-296-9663,CT,AR69088,2007,ACURA,RDX,GRY,,12142018,1725,"(41.7439885224104, -72.6762320158796)"
357606,RENO'S AUTO BODY,"525 FRANKLIN AV. HARTFORD, CT 06114",860-296-1518,CT,AJ15147,2003,CHRYSLER,TNC,WHITE,,12142018,1809,"(41.7592760503385, -72.6878464376181)"
357607,CAPITOL TOWING,"181-211 WALNUT ST. HARTFORD, CT. 06120",860-293-2442,CT,C028927,2009,DODGE,R15,BLK,,12142018,1854,"(41.7580822745118, -72.6847231727607)"
357608,CAPITOL AUTOMOTIVE LLC,"971 CAPITOL AV. HARTFORD,CT 06106",860-236-2602,,,1995,TOYT,COR,WHITE,,12142018,1908,"(41.7845369527334, -72.6557805538196)"
357610,"CORONA'S AUTO PARTS,INC.",608 WETHERSFIELD AV. HARTFORD CT. 06114,860-296-5382,CT,C103015,1995,FORD,F-150,GREEN,,12142018,1946,"(41.7374215963207, -72.6704587298073)"
357609,"CENTRAL AUTO & TRANSPORT, LLC","195 MAXIM RD. HARTFORD, CT 06114",860-246-7616,,,2003,FORD,WINDSTAR,GREEN,,12142018,1942,"(41.7570527122907, -72.6765325322309)"
357611,CROSS COUNTRY AUTO,"585 WINDOSR ST. HARTFORD, CT 06120",860-296-2826,,,2001,NISSAN,MAXIMA,GRAY,,12142018,1949,"(41.7575155422119, -72.7046688548783)"
357613,METRO AUTOBODY & TOWING INC,722 WETHERSFIELD AV  HARTFORD CT 06114,860-947-3062,CT,AL02718,2010,HONDA,ACC,GRY,,12142018,2030,"(41.7676843968134, -72.6972318353854)"
357612,FRIENDLY AUTO BODY & TOWING,"99 MEADOW ST.  HARTFORD, CT. 06114",860-296-8588,,,2003,NISSAN,ALTIMA,SILVER,,12142018,2025,"(41.7676843968134, -72.6972318353854)"
357614,MODERN GARAGE,"100A,AIRPORT RD,HARTFORD,CT,06114",860-296-9663,CT,AP57953,2018,NISS,ROGUE,BLK,,12142018,2048,"(41.7590390172906, -72.6791587779915)"
357617,CT AUTO & TOWING LLC,"42,JANSEN COURT,WEST HARTFORD,CT,99999",860-216-5474,CT,190JJF,2013,NISSAN,ALTIMA,GRAY,,12142018,2209,"(41.7690369579141, -72.6727886402643)"
357616,CT AUTO & TOWING LLC,"42,JANSEN COURT,WEST HARTFORD,CT,99999",860-216-5474,CT,AG43368,2012,SUBARU,LEGACY,WHITE,,12142018,2204,"(41.7690369579141, -72.6727886402643)"
357618,CT AUTO & TOWING LLC,"42,JANSEN COURT,WEST HARTFORD,CT,99999",860-216-5474,CT,4566,2018,AUDI,Q5,WHITE,,12142018,2211,"(41.7690369579141, -72.6727886402643)"
357615,RENO'S AUTO BODY,"525 FRANKLIN AV. HARTFORD, CT 06114",860-296-1518,CT,AA77759,2012,CHEVR,MALIBU,BLK,,12142018,2133,"(41.74494747837, -72.6727122650452)"
357620,CAPITOL AUTOMOTIVE LLC,"971 CAPITOL AV. HARTFORD,CT 06106",860-236-2602,,,2002,BMW,525I,BLACK,,12142018,2258,"(41.7770364662866, -72.6918258037498)"
357622,,,860-236-2602,CT,0AXFFX3,0000,,,,,12142018,2356,"(41.7960208403873, -72.6767263429016)"
357623,,,860-236-2602,CT,AS00149,0000,,,,,12152018,0002,"(41.7690369579141, -72.6727886402643)"
357621,,,860-236-2602,CT,7AMUN5,2011,AUDI,Q5 PREMIUM,BLUE,,12142018,2346,"(41.7790228826309, -72.6872794581814)"
357624,,,860-236-2602,CT,4ADET7,1999,HONDA,CIVIC,GREEN,,12152018,0050,"(41.7934246595091, -72.6669571340677)"
357626,"CORONA'S AUTO PARTS,INC.",608 WETHERSFIELD AV. HARTFORD CT. 06114,860-296-5382,CT,AN56258,2008,INFINITI,G37,RED,,12152018,0203,"(41.7994258811336, -72.6982558565158)"
357625,"CENTRAL AUTO & TRANSPORT, LLC","195 MAXIM RD. HARTFORD, CT 06114",860-246-7616,,,2016,NISSAN,ALTIMA,SILVER,,12152018,0056,"(41.7674957526656, -72.6865822292519)"
357627,CROSS COUNTRY AUTO,"585 WINDOSR ST. HARTFORD, CT 06120",860-296-2826,CT,AP06009,2006,CHEVROLET,UPLANDER,BLUE,,12152018,0203,"(41.7994258811336, -72.6982558565158)"
357628,FRIENDLY AUTO BODY & TOWING,"99 MEADOW ST.  HARTFORD, CT. 06114",860-296-8588,CT,AL34413,2001,MITSUBISHI,GALANT,WHITE,,12152018,0205,"(41.7553942859902, -72.676405690946)"
357629,METRO AUTOBODY & TOWING INC,722 WETHERSFIELD AV  HARTFORD CT 06114,860-947-3062,,,2003,FORD,ESCAPE,BLUE,,12152018,0234,
357633,MODERN GARAGE,"100A,AIRPORT RD,HARTFORD,CT,06114",860-296-9663,,,2002,NISSAN,MAXIMA,GRAY,,12152018,0408,"(41.7836474531025, -72.6627237342154)"
357634,RENO'S AUTO BODY,"525 FRANKLIN AV. HARTFORD, CT 06114",860-296-1518,CT,0AWJU7,1999,HONDA,CIVIC,GRAY,,12152018,0515,"(41.7383590504104, -72.6663768271146)"
357635,CAPITOL TOWING,"181-211 WALNUT ST. HARTFORD, CT. 06120",860-293-2442,,,2008,NISSAN,ALTIMA,BLACK,,12152018,0600,"(41.7362262958427, -72.680151800587)"
357630,,,860-947-3062,CT,AP34745,2015,HONDA,CIVIC,BLACK,,12152018,0308,"(41.7678783420786, -72.6976396688056)"
357631,,,860-947-3062,CT,AH22420,2010,CHEVY,IMPALA,BLUE,,12152018,0312,"(41.737397025547, -72.6708791795093)"
357636,CAPITOL AUTOMOTIVE LLC,"971 CAPITOL AV. HARTFORD,CT 06106",860-236-2602,CT,679TZO,2000,BMW,740I,GRAY,,12152018,0658,"(41.7758551826068, -72.6876940911868)"
357638,"CENTRAL AUTO & TRANSPORT, LLC","195 MAXIM RD. HARTFORD, CT 06114",860-246-7616,CT,AL93457,1999,ACURA,TL,WHI,,12152018,0748,"(41.8045029209333, -72.6953852802688)"
357637,,,860-236-2602,CT,9AJRL8,2000,HONDA,ODYSSEY,GRAY,,12152018,0728,"(41.788760443251, -72.6813296394376)"
357639,"CORONA'S AUTO PARTS,INC.",608 WETHERSFIELD AV. HARTFORD CT. 06114,860-296-5382,,,2004,CHRYSLER,CROSSFIRE,BLK,,12152018,0915,"(41.7596458636463, -72.7086861369505)"
357640,CROSS COUNTRY AUTO,"585 WINDOSR ST. HARTFORD, CT 06120",860-296-2826,CT,AG48193,2005,HONDA,ACCORD,GRY,,12152018,1014,"(41.7921772555392, -72.7033779757505)"
357642,,,860-296-2826,,,2006,TOYOTA,SEQUOA,GRAY,,12152018,1100,"(41.765569788029, -72.6960864147925)"
357641,,,860-296-2826,CT,281YER,2011,NISSAN,ROGUE,RED,,12152018,1046,"(41.7710160106439, -72.6914382536171)"
357644,METRO AUTOBODY & TOWING INC,722 WETHERSFIELD AV  HARTFORD CT 06114,860-947-3062,CT,4525WP,2008,HONDA,ACCORD,SILVER,,12152018,1340,"(41.7854114462223, -72.6793457919148)"
357645,MODERN GARAGE,"100A,AIRPORT RD,HARTFORD,CT,06114",860-296-9663,CT,745UNS,2011,NISSAN,ALTIMA,WHITE,,12152018,1603,"(41.7479841823709, -72.6939859515202)"
357646,RENO'S AUTO BODY,"525 FRANKLIN AV. HARTFORD, CT 06114",860-296-1518,CT,AP92841,2015,SUBARU,LEGACY,RED,,12152018,1630,"(41.7381968296877, -72.6773837214894)"
357647,CAPITOL TOWING,"181-211 WALNUT ST. HARTFORD, CT. 06120",860-293-2442,,,2000,BUICK,CENTURY,GRAY,,12152018,1723,"(41.7521984514162, -72.6864533614199)"
357650,CAPITOL AUTOMOTIVE LLC,"971 CAPITOL AV. HARTFORD,CT 06106",860-236-2602,CT,791WXW,2018,NISSAN,ROGUE,BLACK,,12152018,1819,"(41.797570583667, -72.6769571393707)"
357651,,,860-236-2602,,,2003,ACURA,TL,SILVER,,12152018,1824,"(41.7470728300187, -72.6788565151533)"
357657,FRIENDLY AUTO BODY & TOWING,"99 MEADOW ST.  HARTFORD, CT. 06114",860-296-8588,MA,4NJ493,2015,FORD,FUSION,GRAY,,12152018,1858,"(41.797570583667, -72.6769571393707)"
357658,METRO AUTOBODY & TOWING INC,722 WETHERSFIELD AV  HARTFORD CT 06114,860-947-3062,CT,AR29383,2009,INFINITI,G37,WHITE,,12152018,1913,"(41.7477966064124, -72.6836083304259)"
357656,,,860-296-2826,MA,3AGN50,2013,VOLK,JETTA,GRAY,,12152018,1847,"(41.7931171474424, -72.6657062559219)"
357643,FRIENDLY AUTO BODY & TOWING,"99 MEADOW ST.  HARTFORD, CT. 06114",860-296-8588,CT,00CJUH,1987,DODGE,DAKOTA,BLUE,,12152018,1141,"(41.7901731150969, -72.7065129945288)"
357653,"CORONA'S AUTO PARTS,INC.",608 WETHERSFIELD AV. HARTFORD CT. 06114,860-296-5382,,,2008,ACURA,MDX,SILVER,,12152018,1838,"(41.7577134185152, -72.6796029144815)"
357654,,,860-296-5382,CT,AE82479,2004,CHEVROLET,EXPRESS 15,WHITE,,12152018,1835,"(41.7323858410266, -72.6742981837927)"
357652,"CENTRAL AUTO & TRANSPORT, LLC","195 MAXIM RD. HARTFORD, CT 06114",860-246-7616,MA,6WE143,2013,ACURA,TL,GRAY,,12152018,1827,"(41.797570583667, -72.6769571393707)"
357655,CROSS COUNTRY AUTO,"585 WINDOSR ST. HARTFORD, CT 06120",860-296-2826,,,1999,HONDA,ACCORD,RED,,12152018,1848,"(41.7504316027645, -72.6738745217253)"
357661,MODERN GARAGE,"100A,AIRPORT RD,HARTFORD,CT,06114",860-296-9663,,,2006,INFINITI,M35,WHITE,,12152018,2119,"(41.7514974767083, -72.6851095209479)"
357663,CAPITOL TOWING,"181-211 WALNUT ST. HARTFORD, CT. 06120",860-293-2442,CT,AL37603,2015,HONDA,ACCORD,GREEN,,12152018,2127,"(41.7320999274463, -72.7120884196386)"
357662,RENO'S AUTO BODY,"525 FRANKLIN AV. HARTFORD, CT 06114",860-296-1518,CT,AP24793,2003,NISSAN,SENTRA,BLUE,,12152018,2123,"(41.7447179073531, -72.683290606054)"
357659,,,860-947-3062,CT,ITALYN,2009,FORD,FUSION,WHITE,,12152018,2113,"(41.7690369579141, -72.6727886402643)"
357660,,,860-947-3062,CT,AL36181,2018,VOLKSWAGEN,TIGUAN,WHITE,,12152018,1858,"(41.7690369579141, -72.6727886402643)"
357664,CAPITOL AUTOMOTIVE LLC,"971 CAPITOL AV. HARTFORD,CT 06106",860-236-2602,,,2001,HONDA,ODYSSEY,GRAY,,12152018,2136,"(41.7558496642038, -72.6742485987166)"
357665,"CENTRAL AUTO & TRANSPORT, LLC","195 MAXIM RD. HARTFORD, CT 06114",860-246-7616,CT,AG64270,2004,TOYOTA,SIENNA,BLUE,,12152018,2247,"(41.7610763394075, -72.6841204203664)"
357667,"CORONA'S AUTO PARTS,INC.",608 WETHERSFIELD AV. HARTFORD CT. 06114,860-296-5382,,,2004,FORD,ESCAPE,BLUE,,12162018,0327,"(41.7893191171166, -72.6802051822381)"
357666,,,860-246-7616,CT,AD37311,1997,HONDA,ACCORD,BLACK,,12162018,0233,"(41.7425041949826, -72.6813178668941)"
357672,CROSS COUNTRY AUTO,"585 WINDOSR ST. HARTFORD, CT 06120",860-296-2826,CT,AD64541,2017,KIA,SPORTAGE,SIL,,12162018,0355,"(41.7361898381744, -72.6596538955425)"
357671,,,860-296-5382,CT,6AJDP4,2015,NISSAN,ALTIMA,GRAY,,12162018,0352,"(41.7772471970249, -72.6993922922902)"
357668,,,860-296-5382,CT,AM16710,2003,HONDA,ACCORD,GRAY,,12162018,0329,"(41.7402263859838, -72.6993548558059)"
357670,,,860-296-5382,CT,AN44394,2003,NISSAN,ALTIMA,GREEN,,12162018,0343,"(41.7676388620509, -72.6832005568985)"
357669,,,860-296-5382,CA,8DKN764,2018,TOYOTA,RAV 4,BLACK,,12162018,0336,"(41.7709152419733, -72.6972774547335)"
357673,,,860-296-2826,CT,AD18050,2009,MAZDA,6,BLACK,,12162018,0357,"(41.7724793087826, -72.6928372421875)"
357674,CROSS COUNTRY AUTO,"585 WINDOSR ST. HARTFORD, CT 06120",860-296-2826,CT,AM28116,2006,INFIN,M35,WHI,,12162018,0507,"(41.7706456391706, -72.6858957027348)"
357675,CROSS COUNTRY AUTO,"585 WINDOSR ST. HARTFORD, CT 06120",860-296-2826,CT,AP77829,2015,KIA,OPTIMA,SILVER,,12162018,1110,"(41.7915376174871, -72.68329767289)"
357677,CROSS COUNTRY AUTO,"585 WINDOSR ST. HARTFORD, CT 06120",860-296-2826,MA,3HP325,2012,TOYOTA,VENZA,GRAY,,12162018,1141,"(41.7724793087826, -72.6928372421875)"
357678,CROSS COUNTRY AUTO,"585 WINDOSR ST. HARTFORD, CT 06120",860-296-2826,CT,AH41178,2002,NISSAN,ALTIMA,GREEN,,12162018,1159,"(41.7796111503594, -72.6734070581287)"
357681,METRO AUTOBODY & TOWING INC,722 WETHERSFIELD AV  HARTFORD CT 06114,860-947-3062,CT,6AXGA8,2006,GMC,ENVOY,GRY,,12162018,1415,"(41.7269855104057, -72.6911291585753)"
357680,FRIENDLY AUTO BODY & TOWING,"99 MEADOW ST.  HARTFORD, CT. 06114",860-296-8588,CT,AR01502,2008,CHYRSLER,PT CRUISER,BLUE,,12162018,1414,"(41.7269855104057, -72.6911291585753)"
357679,CROSS COUNTRY AUTO,"585 WINDOSR ST. HARTFORD, CT 06120",860-296-2826,NA,NA,2004,ACURA,MDX,BLACK,,12162018,1305,"(41.7804986622878, -72.6813273398393)"
357682,MODERN GARAGE,"100A,AIRPORT RD,HARTFORD,CT,06114",860-296-9663,,,2002,HONDA,ACCORD,WHITE,,12162018,1520,"(41.7833064858372, -72.6666878019649)"
357686,"CORONA'S AUTO PARTS,INC.",608 WETHERSFIELD AV. HARTFORD CT. 06114,860-296-5382,CT,AH20844,2005,HONDA,CIVIC,GRY,,12162018,1616,"(41.7427892322716, -72.7105795565427)"
357684,CAPITOL AUTOMOTIVE LLC,"971 CAPITOL AV. HARTFORD,CT 06106",860-236-2602,CT,670ZLD,2009,HONDA,CRV,BLUE,,12162018,1553,"(41.7822661568375, -72.7141852174818)"
357685,"CENTRAL AUTO & TRANSPORT, LLC","195 MAXIM RD. HARTFORD, CT 06114",860-246-7616,CT,AR66547,2015,CHEVY,IMPALA,BROWN,,12162018,1615,"(41.7427892322716, -72.7105795565427)"
357683,RENO'S AUTO BODY,"525 FRANKLIN AV. HARTFORD, CT 06114",860-296-1518,,,2015,NISSAN,ALTIMA,GRY,,12162018,1550,"(41.7822661568375, -72.7141852174818)"
357688,CROSS COUNTRY AUTO,"585 WINDOSR ST. HARTFORD, CT 06120",860-296-2826,,,2005,HONDA,ACCORD,GRAY,,12162018,1807,"(41.7402263859838, -72.6993548558059)"
357689,CROSS COUNTRY AUTO,"585 WINDOSR ST. HARTFORD, CT 06120",860-296-2826,CT,AB67067,2006,CHEVY,IMPALA,GRY,,12162018,1908,"(41.7312172765713, -72.6740948916391)"
357690,FRIENDLY AUTO BODY & TOWING,"99 MEADOW ST.  HARTFORD, CT. 06114",860-296-8588,CT,AL89385,2010,MERZ,GLK 350,GRY,,12162018,1929,"(41.7916875309846, -72.684615200328)"
357691,METRO AUTOBODY & TOWING INC,722 WETHERSFIELD AV  HARTFORD CT 06114,860-947-3062,CT,AD59168,2000,ACURA,TL,BLUE,,12162018,1941,"(41.7917291267923, -72.684903055906)"
